Buffer Size: 256 
M,2,4,8,12,16,20,24,
CPP,
MLIR,0.44,1.91,14.69,30.70,54.84,79.54,223.87
MLIR_MULTICORE,3.56,5.41,11.11,14.17,19.17,23.48,34.14
C,

Buffer Size: 256 ; spsc-fifos in single core mode
M,2,4,8,12,16,20,24,
CPP,
MLIR,0.25,1.04,10.16,20.39,37.00,55.85,124.90
MLIR_MULTICORE,3.56,5.41,11.11,14.17,19.17,23.48,34.14
C,
